ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000010.SZ,19981010,14.7,,,,82.703,96.3428,5.4139,6.8371,6.0126,,,7350.8724,2475.0437,2475.0437,108057.8243,36383.1424
000010.SZ,19981011,14.7,,,,82.703,96.3428,5.4139,6.8371,6.0126,,,7350.8724,2475.0437,2475.0437,108057.8243,36383.1424
000010.SZ,19981012,14.37,1.2497,1.2497,1.59,80.8464,94.18,5.2924,6.6836,5.8777,0.8329,,7350.8724,2475.0437,2475.0437,105632.0364,35566.378
000010.SZ,19981013,14.39,0.8642,0.8642,0.96,80.9589,94.311,5.2998,6.6929,5.8858,0.8317,,7350.8724,2475.0437,2475.0437,105779.0538,35615.8788
000010.SZ,19981014,14.0,2.5418,2.5418,3.02,78.7648,91.755,5.1561,6.5115,5.7263,0.8549,,7350.8724,2475.0437,2475.0437,102912.2136,34650.6118
000010.SZ,19981015,13.87,1.4323,1.4323,1.18,78.0334,90.903,5.1083,6.4511,5.6732,0.8629,,7350.8724,2475.0437,2475.0437,101956.6002,34328.8561
000010.SZ,19981016,14.88,2.8117,2.8117,2.09,83.7157,97.5225,5.4802,6.9208,6.0863,0.8038,,7350.8724,2475.0437,2475.0437,109380.9813,36828.6503
000010.SZ,19981017,14.88,,,,83.7157,97.5225,5.4802,6.9208,6.0863,,,7350.8724,2475.0437,2475.0437,109380.9813,36828.6503
000010.SZ,19981018,14.88,,,,83.7157,97.5225,5.4802,6.9208,6.0863,,,7350.8724,2475.0437,2475.0437,109380.9813,36828.6503
000010.SZ,19981019,14.73,1.7147,1.7147,0.96,82.8718,96.5394,5.425,6.8511,6.0249,0.8114,,7350.8724,2475.0437,2475.0437,108278.3505,36457.3937
000010.SZ,19981020,14.48,1.2032,1.2032,0.64,81.4653,94.9009,5.3329,6.7348,5.9227,0.8265,,7350.8724,2475.0437,2475.0437,106440.6324,35838.6328
000010.SZ,19981021,13.98,0.924,0.924,0.48,78.6523,91.6239,5.1488,6.5022,5.7181,0.8561,,7350.8724,2475.0437,2475.0437,102765.1962,34601.1109
000010.SZ,19981022,14.59,1.0662,1.0662,0.66,82.0841,95.6218,5.3734,6.786,5.9676,0.8203,,7350.8724,2475.0437,2475.0437,107249.2283,36110.8876
000010.SZ,19981023,14.89,3.2997,3.2997,2.14,83.772,97.588,5.4839,6.9255,6.0904,0.8038,,7350.8724,2475.0437,2475.0437,109454.49,36853.4007
000010.SZ,19981024,14.89,,,,83.772,97.588,5.4839,6.9255,6.0904,,,7350.8724,2475.0437,2475.0437,109454.49,36853.4007
000010.SZ,19981025,14.89,,,,83.772,97.588,5.4839,6.9255,6.0904,,,7350.8724,2475.0437,2475.0437,109454.49,36853.4007
000010.SZ,19981026,14.8,1.6796,1.6796,1.02,83.2656,96.9982,5.4508,6.8836,6.0535,0.8087,,7350.8724,2475.0437,2475.0437,108792.9115,36630.6468
000010.SZ,19981027,14.42,1.1022,1.1022,0.67,81.1277,94.5077,5.3108,6.7069,5.8981,0.83,,7350.8724,2475.0437,2475.0437,105999.58,35690.1302
000010.SZ,19981028,15.29,4.6266,4.6266,2.87,86.0224,100.2096,5.6312,7.1115,6.254,0.7827,,7350.8724,2475.0437,2475.0437,112394.839,37843.4182
000010.SZ,19981029,16.08,5.5599,5.5599,2.36,90.467,105.3872,5.9222,7.479,6.5771,0.7443,,7350.8724,2475.0437,2475.0437,118202.0282,39798.7027
000010.SZ,19981030,16.78,10.6253,10.6253,3.27,94.4052,109.9749,6.18,7.8046,6.8634,0.7137,,7350.8724,2475.0437,2475.0437,123347.6389,41531.2333
000010.SZ,19981031,16.78,,,,94.4052,109.9749,6.18,7.8046,6.8634,,,7350.8724,2475.0437,2475.0437,123347.6389,41531.2333
000010.SZ,19981101,16.78,,,,94.4052,109.9749,6.18,7.8046,6.8634,,,7350.8724,2475.0437,2475.0437,123347.6389,41531.2333
000010.SZ,19981102,16.91,1.5992,1.5992,0.34,95.1366,110.8269,6.2279,7.865,6.9166,0.7078,,7350.8724,2475.0437,2475.0437,124303.2523,41852.989
000010.SZ,19981103,16.91,2.8953,2.8953,0.62,95.1366,110.8269,6.2279,7.865,6.9166,0.7078,,7350.8724,2475.0437,2475.0437,124303.2523,41852.989
000010.SZ,19981104,16.93,1.1765,1.1765,0.23,95.2491,110.958,6.2352,7.8743,6.9248,0.7069,,7350.8724,2475.0437,2475.0437,124450.2697,41902.4898
000010.SZ,19981105,16.49,1.3159,1.3159,0.3,92.7736,108.0743,6.0732,7.6697,6.7448,0.7258,,7350.8724,2475.0437,2475.0437,121215.8859,40813.4706
000010.SZ,19981106,16.42,2.2428,2.2428,0.64,92.3798,107.6155,6.0474,7.6371,6.7162,0.7289,,7350.8724,2475.0437,2475.0437,120701.3248,40640.2176
000010.SZ,19981107,16.42,,,,92.3798,107.6155,6.0474,7.6371,6.7162,,,7350.8724,2475.0437,2475.0437,120701.3248,40640.2176
000010.SZ,19981108,16.42,,,,92.3798,107.6155,6.0474,7.6371,6.7162,,,7350.8724,2475.0437,2475.0437,120701.3248,40640.2176
000010.SZ,19981109,17.18,2.7163,2.7163,1.47,96.6556,112.5965,6.3273,7.9906,7.027,0.6966,,7350.8724,2475.0437,2475.0437,126287.9878,42521.2508
000010.SZ,19981110,16.45,3.6622,3.6622,1.77,92.5486,107.8121,6.0585,7.6511,6.7284,0.7275,,7350.8724,2475.0437,2475.0437,120921.851,40714.4689
000010.SZ,19981111,16.6,1.5248,1.5248,0.69,93.3925,108.7952,6.1137,7.7208,6.7898,0.7184,,7350.8724,2475.0437,2475.0437,122024.4818,41085.7254
000010.SZ,19981112,16.7,0.8343,0.8343,0.36,93.9551,109.4506,6.1505,7.7673,6.8307,0.7167,,7350.8724,2475.0437,2475.0437,122759.5691,41333.2298
000010.SZ,19981113,17.14,2.0097,2.0097,0.92,96.4306,112.3343,6.3126,7.972,7.0107,0.6983,,7350.8724,2475.0437,2475.0437,125993.9529,42422.249
000010.SZ,19981114,17.14,,,,96.4306,112.3343,6.3126,7.972,7.0107,,,7350.8724,2475.0437,2475.0437,125993.9529,42422.249
000010.SZ,19981115,17.14,,,,96.4306,112.3343,6.3126,7.972,7.0107,,,7350.8724,2475.0437,2475.0437,125993.9529,42422.249
000010.SZ,19981116,17.27,1.2497,1.2497,0.58,97.162,113.1864,6.3605,8.0325,7.0638,0.693,,7350.8724,2475.0437,2475.0437,126949.5663,42744.0047
000010.SZ,19981117,16.98,1.2864,1.2864,0.69,95.5304,111.2857,6.2537,7.8976,6.9452,0.7048,,7350.8724,2475.0437,2475.0437,124817.8134,42026.242
000010.SZ,19981118,17.09,0.6751,0.6751,0.49,96.1493,112.0066,6.2942,7.9487,6.9902,0.7003,,7350.8724,2475.0437,2475.0437,125626.4093,42298.4968
000010.SZ,19981119,16.8,0.699,0.699,0.58,94.5177,110.106,6.1874,7.8139,6.8716,0.712,,7350.8724,2475.0437,2475.0437,123494.6563,41580.7342
000010.SZ,19981120,16.83,0.697,0.697,0.59,94.6865,110.3026,6.1984,7.8278,6.8839,0.7111,,7350.8724,2475.0437,2475.0437,123715.1825,41654.9855
000010.SZ,19981121,16.83,,,,94.6865,110.3026,6.1984,7.8278,6.8839,,,7350.8724,2475.0437,2475.0437,123715.1825,41654.9855
000010.SZ,19981122,16.83,,,,94.6865,110.3026,6.1984,7.8278,6.8839,,,7350.8724,2475.0437,2475.0437,123715.1825,41654.9855
000010.SZ,19981123,17.13,1.2679,1.2679,1.38,96.3743,112.2688,6.3089,7.9673,7.0066,0.6987,,7350.8724,2475.0437,2475.0437,125920.4442,42397.4986
000010.SZ,19981124,17.06,0.9382,0.9382,1.01,95.9805,111.81,6.2831,7.9348,6.9779,0.7015,,7350.8724,2475.0437,2475.0437,125405.8831,42224.2455
000010.SZ,19981125,17.05,1.084,1.084,1.27,95.9242,111.7445,6.2794,7.9301,6.9738,0.7019,,7350.8724,2475.0437,2475.0437,125332.3744,42199.4951
000010.SZ,19981126,16.88,1.1321,1.1321,1.21,94.9678,110.6303,6.2168,7.8511,6.9043,0.709,,7350.8724,2475.0437,2475.0437,124082.7261,41778.7377
000010.SZ,19981127,16.9,1.0949,1.0949,1.07,95.0803,110.7614,6.2242,7.8604,6.9125,0.7082,,7350.8724,2475.0437,2475.0437,124229.7436,41828.2385
000010.SZ,19981128,16.9,,,,95.0803,110.7614,6.2242,7.8604,6.9125,,,7350.8724,2475.0437,2475.0437,124229.7436,41828.2385
000010.SZ,19981129,16.9,,,,95.0803,110.7614,6.2242,7.8604,6.9125,,,7350.8724,2475.0437,2475.0437,124229.7436,41828.2385
000010.SZ,19981130,17.2,1.4553,1.4553,1.32,96.7681,112.7276,6.3347,7.9999,7.0352,0.6962,,7350.8724,2475.0437,2475.0437,126435.0053,42570.7516
000010.SZ,19981201,16.93,1.1196,1.1196,0.98,95.2491,110.958,6.2352,7.8743,6.9248,0.7069,,7350.8724,2475.0437,2475.0437,124450.2697,41902.4898
000010.SZ,19981202,16.96,1.2666,1.2666,1.08,95.4179,111.1546,6.2463,7.8883,6.937,0.7057,,7350.8724,2475.0437,2475.0437,124670.7959,41976.7412
000010.SZ,19981203,16.87,0.558,0.558,0.46,94.9115,110.5648,6.2131,7.8464,6.9002,0.7094,,7350.8724,2475.0437,2475.0437,124009.2174,41753.9872
000010.SZ,19981204,16.02,1.3018,1.3018,1.18,90.1294,104.9939,5.9001,7.4511,6.5526,0.7471,,7350.8724,2475.0437,2475.0437,117760.9758,39650.2001
000010.SZ,19981205,16.02,,,,90.1294,104.9939,5.9001,7.4511,6.5526,,,7350.8724,2475.0437,2475.0437,117760.9758,39650.2001
000010.SZ,19981206,16.02,,,,90.1294,104.9939,5.9001,7.4511,6.5526,,,7350.8724,2475.0437,2475.0437,117760.9758,39650.2001
000010.SZ,19981207,15.82,1.2727,1.2727,1.12,89.0042,103.6832,5.8264,7.358,6.4707,0.7565,,7350.8724,2475.0437,2475.0437,116290.8014,39155.1913
000010.SZ,19981208,16.16,0.5875,0.5875,0.53,90.9171,105.9115,5.9517,7.5162,6.6098,0.7406,,7350.8724,2475.0437,2475.0437,118790.098,39996.7062
000010.SZ,19981209,16.11,0.4093,0.4093,0.41,90.6357,105.5838,5.9332,7.4929,6.5894,0.7429,,7350.8724,2475.0437,2475.0437,118422.5544,39872.954
000010.SZ,19981210,15.98,0.2473,0.2473,0.3,89.9044,104.7318,5.8854,7.4325,6.5362,0.7489,,7350.8724,2475.0437,2475.0437,117466.941,39551.1983
000010.SZ,19981211,15.75,0.7454,0.7454,0.98,88.6104,103.2244,5.8006,7.3255,6.4421,0.7599,,7350.8724,2475.0437,2475.0437,115776.2403,38981.9383
000010.SZ,19981212,15.75,,,,88.6104,103.2244,5.8006,7.3255,6.4421,,,7350.8724,2475.0437,2475.0437,115776.2403,38981.9383
000010.SZ,19981213,15.75,,,,88.6104,103.2244,5.8006,7.3255,6.4421,,,7350.8724,2475.0437,2475.0437,115776.2403,38981.9383
000010.SZ,19981214,16.1,0.9628,0.9628,1.48,90.5795,105.5183,5.9296,7.4883,6.5853,0.7434,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19981215,16.59,3.4541,3.4541,5.85,93.3363,108.7297,6.11,7.7162,6.7857,0.7214,,7350.8724,2475.0437,2475.0437,121950.9731,41060.975
000010.SZ,19981216,16.98,1.8428,1.8428,1.58,95.5304,111.2857,6.2537,7.8976,6.9452,0.7048,,7350.8724,2475.0437,2475.0437,124817.8134,42026.242
000010.SZ,19981217,16.86,1.4202,1.4202,0.98,94.8553,110.4992,6.2095,7.8418,6.8961,0.7099,,7350.8724,2475.0437,2475.0437,123935.7087,41729.2368
000010.SZ,19981218,16.83,2.9955,2.9955,1.78,94.6865,110.3026,6.1984,7.8278,6.8839,0.7128,,7350.8724,2475.0437,2475.0437,123715.1825,41654.9855
000010.SZ,19981219,16.83,,,,94.6865,110.3026,6.1984,7.8278,6.8839,,,7350.8724,2475.0437,2475.0437,123715.1825,41654.9855
000010.SZ,19981220,16.83,,,,94.6865,110.3026,6.1984,7.8278,6.8839,,,7350.8724,2475.0437,2475.0437,123715.1825,41654.9855
000010.SZ,19981221,16.8,0.3135,0.3135,0.15,94.5177,110.106,6.1874,7.8139,6.8716,0.7124,,7350.8724,2475.0437,2475.0437,123494.6563,41580.7342
000010.SZ,19981222,17.25,1.7034,1.7034,0.85,97.0495,113.0553,6.3531,8.0232,7.0557,0.6938,,7350.8724,2475.0437,2475.0437,126802.5489,42694.5038
000010.SZ,19981223,16.96,3.3959,3.3959,2.05,95.4179,111.1546,6.2463,7.8883,6.937,0.7057,,7350.8724,2475.0437,2475.0437,124670.7959,41976.7412
000010.SZ,19981224,16.68,0.2929,0.2929,0.15,93.8426,109.3195,6.1432,7.758,6.8225,0.7175,,7350.8724,2475.0437,2475.0437,122612.5516,41283.7289
000010.SZ,19981225,16.75,0.1042,0.1042,0.06,94.2364,109.7783,6.1689,7.7906,6.8511,0.7145,,7350.8724,2475.0437,2475.0437,123127.1127,41456.982
000010.SZ,19981226,16.75,,,,94.2364,109.7783,6.1689,7.7906,6.8511,,,7350.8724,2475.0437,2475.0437,123127.1127,41456.982
000010.SZ,19981227,16.75,,,,94.2364,109.7783,6.1689,7.7906,6.8511,,,7350.8724,2475.0437,2475.0437,123127.1127,41456.982
000010.SZ,19981228,16.45,2.1891,2.1891,1.88,92.5486,107.8121,6.0585,7.6511,6.7284,0.7275,,7350.8724,2475.0437,2475.0437,120921.851,40714.4689
000010.SZ,19981229,16.1,0.598,0.598,0.39,90.5795,105.5183,5.9296,7.4883,6.5853,0.7434,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19981230,16.05,2.1527,2.1527,1.64,90.2982,105.1906,5.9111,7.465,6.5648,0.7457,,7350.8724,2475.0437,2475.0437,117981.502,39724.4514
000010.SZ,19981231,15.95,0.105,0.105,0.1,89.7356,104.5352,5.8743,7.4185,6.5239,0.7504,,7350.8724,2475.0437,2475.0437,117246.4148,39476.947
000010.SZ,19990101,15.95,,,,89.7356,104.5352,5.8743,7.4185,6.5239,,,7350.8724,2475.0437,2475.0437,117246.4148,39476.947
000010.SZ,19990102,15.95,,,,89.7356,104.5352,5.8743,7.4185,6.5239,,,7350.8724,2475.0437,2475.0437,117246.4148,39476.947
000010.SZ,19990103,15.95,,,,89.7356,104.5352,5.8743,7.4185,6.5239,,,7350.8724,2475.0437,2475.0437,117246.4148,39476.947
000010.SZ,19990104,15.66,0.0238,0.0238,0.02,88.104,102.6345,5.7675,7.2836,6.4053,,,7350.8724,2475.0437,2475.0437,115114.6618,38759.1843
000010.SZ,19990105,15.68,0.0796,0.0796,0.08,88.2165,102.7656,5.7749,7.2929,6.4135,,,7350.8724,2475.0437,2475.0437,115261.6792,38808.6852
000010.SZ,19990106,16.3,0.6012,0.6012,1.02,91.7047,106.829,6.0032,7.5813,6.6671,,,7350.8724,2475.0437,2475.0437,119819.2201,40343.2123
000010.SZ,19990107,16.44,0.3139,0.3139,0.53,92.4923,107.7466,6.0548,7.6464,6.7243,,,7350.8724,2475.0437,2475.0437,120848.3423,40689.7184
000010.SZ,19990108,17.08,2.9757,2.9757,13.24,96.093,111.9411,6.2905,7.9441,6.9861,,,7350.8724,2475.0437,2475.0437,125552.9006,42273.7464
000010.SZ,19990109,17.08,,,,96.093,111.9411,6.2905,7.9441,6.9861,,,7350.8724,2475.0437,2475.0437,125552.9006,42273.7464
000010.SZ,19990110,17.08,,,,96.093,111.9411,6.2905,7.9441,6.9861,,,7350.8724,2475.0437,2475.0437,125552.9006,42273.7464
000010.SZ,19990111,17.08,2.5519,2.5519,3.19,96.093,111.9411,6.2905,7.9441,6.9861,,,7350.8724,2475.0437,2475.0437,125552.9006,42273.7464
000010.SZ,19990112,16.53,0.4166,0.4166,0.32,92.9987,108.3364,6.0879,7.6883,6.7612,,,7350.8724,2475.0437,2475.0437,121509.9208,40912.4724
000010.SZ,19990113,16.43,0.1733,0.1733,0.13,92.4361,107.6811,6.0511,7.6418,6.7203,,,7350.8724,2475.0437,2475.0437,120774.8335,40664.968
000010.SZ,19990114,16.4,0.1669,0.1669,0.13,92.2673,107.4844,6.04,7.6278,6.708,,,7350.8724,2475.0437,2475.0437,120554.3074,40590.7167
000010.SZ,19990115,16.5,0.2073,0.2073,0.16,92.8299,108.1398,6.0769,7.6743,6.7489,,,7350.8724,2475.0437,2475.0437,121289.3946,40838.2211
000010.SZ,19990116,16.5,,,,92.8299,108.1398,6.0769,7.6743,6.7489,,,7350.8724,2475.0437,2475.0437,121289.3946,40838.2211
000010.SZ,19990117,16.5,,,,92.8299,108.1398,6.0769,7.6743,6.7489,,,7350.8724,2475.0437,2475.0437,121289.3946,40838.2211
000010.SZ,19990118,17.09,0.2275,0.2275,0.32,96.1493,112.0066,6.2942,7.9487,6.9902,,,7350.8724,2475.0437,2475.0437,125626.4093,42298.4968
000010.SZ,19990119,16.77,0.9067,0.9067,3.8,94.3489,109.9094,6.1763,7.7999,6.8593,,,7350.8724,2475.0437,2475.0437,123274.1301,41506.4828
000010.SZ,19990120,16.47,0.1042,0.1042,0.31,92.6611,107.9432,6.0658,7.6604,6.7366,,,7350.8724,2475.0437,2475.0437,121068.8684,40763.9697
000010.SZ,19990121,16.55,0.0921,0.0921,0.29,93.1112,108.4675,6.0953,7.6976,6.7693,,,7350.8724,2475.0437,2475.0437,121656.9382,40961.9732
000010.SZ,19990122,16.39,0.0529,0.0529,0.17,92.211,107.4189,6.0364,7.6232,6.7039,,,7350.8724,2475.0437,2475.0437,120480.7986,40565.9662
000010.SZ,19990123,16.39,,,,92.211,107.4189,6.0364,7.6232,6.7039,,,7350.8724,2475.0437,2475.0437,120480.7986,40565.9662
000010.SZ,19990124,16.39,,,,92.211,107.4189,6.0364,7.6232,6.7039,,,7350.8724,2475.0437,2475.0437,120480.7986,40565.9662
000010.SZ,19990125,15.94,1.366,1.366,4.94,89.6793,104.4696,5.8706,7.4139,6.5198,,,7350.8724,2475.0437,2475.0437,117172.9061,39452.1966
000010.SZ,19990126,15.62,0.4856,0.4856,0.96,87.879,102.3724,5.7528,7.265,6.3889,,,7350.8724,2475.0437,2475.0437,114820.6269,38660.1826
000010.SZ,19990127,15.85,0.2654,0.2654,0.63,89.173,103.8798,5.8375,7.372,6.483,,,7350.8724,2475.0437,2475.0437,116511.3275,39229.4426
000010.SZ,19990128,15.82,0.0994,0.0994,0.22,89.0042,103.6832,5.8264,7.358,6.4707,,,7350.8724,2475.0437,2475.0437,116290.8014,39155.1913
000010.SZ,19990129,15.9,0.0602,0.0602,0.13,89.4543,104.2075,5.8559,7.3953,6.5035,,,7350.8724,2475.0437,2475.0437,116878.8712,39353.1948
000010.SZ,19990130,15.9,,,,89.4543,104.2075,5.8559,7.3953,6.5035,,,7350.8724,2475.0437,2475.0437,116878.8712,39353.1948
000010.SZ,19990131,15.9,,,,89.4543,104.2075,5.8559,7.3953,6.5035,,,7350.8724,2475.0437,2475.0437,116878.8712,39353.1948
000010.SZ,19990201,16.11,0.4093,0.4093,0.9,90.6357,105.5838,5.9332,7.4929,6.5894,,,7350.8724,2475.0437,2475.0437,118422.5544,39872.954
000010.SZ,19990202,15.99,0.061,0.061,0.23,89.9606,104.7973,5.889,7.4371,6.5403,,,7350.8724,2475.0437,2475.0437,117540.4497,39575.9488
000010.SZ,19990203,16.14,0.3091,0.3091,1.73,90.8045,105.7804,5.9443,7.5069,6.6016,,,7350.8724,2475.0437,2475.0437,118643.0805,39947.2053
000010.SZ,19990204,15.8,0.0283,0.0283,0.15,88.8917,103.5521,5.8191,7.3487,6.4626,,,7350.8724,2475.0437,2475.0437,116143.7839,39105.6905
000010.SZ,19990205,15.56,3.9753,3.9753,22.9,87.5414,101.9791,5.7307,7.2371,6.3644,,,7350.8724,2475.0437,2475.0437,114379.5745,38511.68
000010.SZ,19990206,15.56,,,,87.5414,101.9791,5.7307,7.2371,6.3644,,,7350.8724,2475.0437,2475.0437,114379.5745,38511.68
000010.SZ,19990207,15.56,,,,87.5414,101.9791,5.7307,7.2371,6.3644,,,7350.8724,2475.0437,2475.0437,114379.5745,38511.68
000010.SZ,19990208,15.97,0.6626,0.6626,0.69,89.8481,104.6662,5.8817,7.4278,6.5321,,,7350.8724,2475.0437,2475.0437,117393.4322,39526.4479
000010.SZ,19990209,16.1,0.2141,0.2141,0.21,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990210,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990211,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990212,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990213,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990214,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990215,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990216,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990217,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990218,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990219,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990220,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990221,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990222,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990223,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990224,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990225,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990226,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990227,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990228,16.1,,,,90.5795,105.5183,5.9296,7.4883,6.5853,,,7350.8724,2475.0437,2475.0437,118349.0456,39848.2036
000010.SZ,19990301,16.51,0.2347,0.2347,0.23,92.8862,108.2054,6.0806,7.679,6.753,,,7350.8724,2475.0437,2475.0437,121362.9033,40862.9715
000010.SZ,19990302,16.48,0.0844,0.0844,0.08,92.7174,108.0088,6.0695,7.665,6.7407,,,7350.8724,2475.0437,2475.0437,121142.3772,40788.7202
000010.SZ,19990303,16.43,0.0578,0.0578,0.06,92.4361,107.6811,6.0511,7.6418,6.7203,,,7350.8724,2475.0437,2475.0437,120774.8335,40664.968
000010.SZ,19990304,16.4,0.1737,0.1737,0.69,92.2673,107.4844,6.04,7.6278,6.708,,,7350.8724,2475.0437,2475.0437,120554.3074,40590.7167
000010.SZ,19990305,16.49,0.2861,0.2861,1.87,92.7736,108.0743,6.0732,7.6697,6.7448,,,7350.8724,2475.0437,2475.0437,121215.8859,40813.4706
000010.SZ,19990306,16.49,,,,92.7736,108.0743,6.0732,7.6697,6.7448,,,7350.8724,2475.0437,2475.0437,121215.8859,40813.4706
000010.SZ,19990307,16.49,,,,92.7736,108.0743,6.0732,7.6697,6.7448,,,7350.8724,2475.0437,2475.0437,121215.8859,40813.4706
000010.SZ,19990308,16.2,1.2937,1.2937,7.73,91.1421,106.1737,5.9664,7.5348,6.6262,,,7350.8724,2475.0437,2475.0437,119084.1329,40095.7079
000010.SZ,19990309,16.45,2.1628,2.1628,5.7,92.5486,107.8121,6.0585,7.6511,6.7284,,,7350.8724,2475.0437,2475.0437,120921.851,40714.4689
000010.SZ,19990310,16.56,6.4201,6.4201,8.08,93.1675,108.5331,6.099,7.7022,6.7734,,,7350.8724,2475.0437,2475.0437,121730.4469,40986.7237
000010.SZ,19990311,16.42,1.242,1.242,0.6,92.3798,107.6155,6.0474,7.6371,6.7162,,,7350.8724,2475.0437,2475.0437,120701.3248,40640.2176
000010.SZ,19990312,16.14,0.6335,0.6335,0.28,90.8045,105.7804,5.9443,7.5069,6.6016,,,7350.8724,2475.0437,2475.0437,118643.0805,39947.2053
000010.SZ,19990313,16.14,,,,90.8045,105.7804,5.9443,7.5069,6.6016,,,7350.8724,2475.0437,2475.0437,118643.0805,39947.2053
000010.SZ,19990314,16.14,,,,90.8045,105.7804,5.9443,7.5069,6.6016,,,7350.8724,2475.0437,2475.0437,118643.0805,39947.2053
000010.SZ,19990315,15.95,0.2323,0.2323,0.1,89.7356,104.5352,5.8743,7.4185,6.5239,,,7350.8724,2475.0437,2475.0437,117246.4148,39476.947
000010.SZ,19990316,15.88,0.4218,0.4218,0.2,89.3418,104.0764,5.8485,7.386,6.4953,,,7350.8724,2475.0437,2475.0437,116731.8537,39303.694
000010.SZ,19990316,15.88,0.4218,0.4218,0.2,89.3418,104.0764,5.8485,7.386,6.4953,,,7350.8724,2475.0437,2475.0437,116731.8537,39303.694
000010.SZ,19990317,15.78,0.1697,0.1697,0.09,88.7791,103.421,5.8117,7.3394,6.4544,,,7350.8724,2475.0437,2475.0437,115996.7665,39056.1896
000010.SZ,19990318,15.65,0.3151,0.3151,0.58,88.0478,102.569,5.7638,7.279,6.4012,,,7350.8724,2475.0437,2475.0437,115041.1531,38734.4339
000010.SZ,19990319,15.56,0.3927,0.3927,1.11,87.5414,101.9791,5.7307,7.2371,6.3644,,,7350.8724,2475.0437,2475.0437,114379.5745,38511.68
000010.SZ,19990320,15.56,,,,87.5414,101.9791,5.7307,7.2371,6.3644,,,7350.8724,2475.0437,2475.0437,114379.5745,38511.68
000010.SZ,19990321,15.56,,,,87.5414,101.9791,5.7307,7.2371,6.3644,,,7350.8724,2475.0437,2475.0437,114379.5745,38511.68
000010.SZ,19990322,15.8,0.6444,0.6444,2.1,88.8917,103.5521,5.8191,7.3487,6.4626,,,7350.8724,2475.0437,2475.0437,116143.7839,39105.6905
000010.SZ,19990323,15.61,0.6541,0.6541,1.68,87.8227,102.3068,5.7491,7.2604,6.3849,,,7350.8724,2475.0437,2475.0437,114747.1182,38635.4322
000010.SZ,19990324,15.99,1.3252,1.3252,3.04,89.9606,104.7973,5.889,7.4371,6.5403,,,7350.8724,2475.0437,2475.0437,117540.4497,39575.9488
000010.SZ,19990325,15.45,0.8768,0.8768,1.32,86.9226,101.2582,5.6902,7.186,6.3194,,,7350.8724,2475.0437,2475.0437,113570.9786,38239.4252
