ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000010.SZ,19990705,10.96,3.5159,7.0318,0.61,68.8809,68.8809,7.2626,3.808,3.808,,,14701.7448,4950.0874,2475.0437,161131.123,54252.9579
000010.SZ,19990706,10.35,1.5317,3.0634,0.31,65.0472,65.0472,6.8584,3.596,3.596,,,14701.7448,4950.0874,2475.0437,152163.0587,51233.4046
000010.SZ,19990707,11.0,1.6085,3.2169,0.43,69.1323,69.1323,7.2891,3.8219,3.8219,,,14701.7448,4950.0874,2475.0437,161719.1928,54450.9614
000010.SZ,19990708,11.02,2.4153,4.8306,0.81,69.258,69.258,7.3024,3.8288,3.8288,,,14701.7448,4950.0874,2475.0437,162013.2277,54549.9631
000010.SZ,19990709,10.88,1.3281,2.6561,0.48,68.3781,68.3781,7.2096,3.7802,3.7802,,,14701.7448,4950.0874,2475.0437,159954.9834,53856.9509
000010.SZ,19990710,10.88,,,,68.3781,68.3781,7.2096,3.7802,3.7802,,,14701.7448,4950.0874,2475.0437,159954.9834,53856.9509
000010.SZ,19990711,10.88,,,,68.3781,68.3781,7.2096,3.7802,3.7802,,,14701.7448,4950.0874,2475.0437,159954.9834,53856.9509
000010.SZ,19990712,10.42,1.4335,2.867,0.69,65.4871,65.4871,6.9048,3.6203,3.6203,,,14701.7448,4950.0874,2475.0437,153192.1808,51579.9107
000010.SZ,19990713,10.07,1.0596,2.1192,0.64,63.2875,63.2875,6.6729,3.4987,3.4987,,,14701.7448,4950.0874,2475.0437,148046.5701,49847.3801
000010.SZ,19990714,10.56,0.9101,1.8202,0.58,66.367,66.367,6.9976,3.669,3.669,,,14701.7448,4950.0874,2475.0437,155250.4251,52272.9229
000010.SZ,19990715,10.32,0.7988,1.5975,0.56,64.8587,64.8587,6.8385,3.5856,3.5856,,,14701.7448,4950.0874,2475.0437,151722.0063,51084.902
000010.SZ,19990716,10.02,1.6097,3.2193,1.46,62.9732,62.9732,6.6397,3.4814,3.4814,,,14701.7448,4950.0874,2475.0437,147311.4829,49599.8757
000010.SZ,19990717,10.02,,,,62.9732,62.9732,6.6397,3.4814,3.4814,,,14701.7448,4950.0874,2475.0437,147311.4829,49599.8757
000010.SZ,19990718,10.02,,,,62.9732,62.9732,6.6397,3.4814,3.4814,,,14701.7448,4950.0874,2475.0437,147311.4829,49599.8757
000010.SZ,19990719,9.41,0.8735,1.747,0.75,59.1395,59.1395,6.2355,3.2694,3.2694,,,14701.7448,4950.0874,2475.0437,138343.4186,46580.3224
000010.SZ,19990720,10.14,0.9929,1.9858,0.95,63.7274,63.7274,6.7193,3.5231,3.5231,,,14701.7448,4950.0874,2475.0437,149075.6923,50193.8862
000010.SZ,19990721,10.2,2.2002,4.4003,2.12,64.1045,64.1045,6.759,3.5439,3.5439,,,14701.7448,4950.0874,2475.0437,149957.797,50490.8915
000010.SZ,19990722,9.55,1.2238,2.4476,0.95,60.0194,60.0194,6.3283,3.3181,3.3181,,,14701.7448,4950.0874,2475.0437,140401.6628,47273.3347
000010.SZ,19990723,9.7,0.7079,1.4157,0.51,60.9621,60.9621,6.4277,3.3702,3.3702,,,14701.7448,4950.0874,2475.0437,142606.9246,48015.8478
000010.SZ,19990724,9.7,,,,60.9621,60.9621,6.4277,3.3702,3.3702,,,14701.7448,4950.0874,2475.0437,142606.9246,48015.8478
000010.SZ,19990725,9.7,,,,60.9621,60.9621,6.4277,3.3702,3.3702,,,14701.7448,4950.0874,2475.0437,142606.9246,48015.8478
000010.SZ,19990726,9.99,1.1838,2.3676,0.99,62.7847,62.7847,6.6199,3.4709,3.4709,,,14701.7448,4950.0874,2475.0437,146870.4306,49451.3731
000010.SZ,19990727,10.29,1.8838,3.7676,1.49,64.6701,64.6701,6.8187,3.5752,3.5752,,,14701.7448,4950.0874,2475.0437,151280.954,50936.3993
000010.SZ,19990728,10.02,1.7428,3.4856,1.21,62.9732,62.9732,6.6397,3.4814,3.4814,,,14701.7448,4950.0874,2475.0437,147311.4829,49599.8757
000010.SZ,19990729,9.83,0.782,1.564,0.58,61.7791,61.7791,6.5138,3.4154,3.4154,,,14701.7448,4950.0874,2475.0437,144518.1514,48659.3591
000010.SZ,19990730,10.0,0.7679,1.5357,0.61,62.8475,62.8475,6.6265,3.4744,3.4744,,,14701.7448,4950.0874,2475.0437,147017.448,49500.874
000010.SZ,19990731,10.0,,,,62.8475,62.8475,6.6265,3.4744,3.4744,,,14701.7448,4950.0874,2475.0437,147017.448,49500.874
000010.SZ,19990801,10.0,,,,62.8475,62.8475,6.6265,3.4744,3.4744,,,14701.7448,4950.0874,2475.0437,147017.448,49500.874
000010.SZ,19990802,10.14,1.0755,2.1511,0.85,63.7274,63.7274,6.7193,3.5231,3.5231,,,14701.7448,4950.0874,2475.0437,149075.6923,50193.8862
000010.SZ,19990803,10.14,1.5285,3.0569,1.22,63.7274,63.7274,6.7193,3.5231,3.5231,,,14701.7448,4950.0874,2475.0437,149075.6923,50193.8862
000010.SZ,19990804,10.49,2.6973,5.3947,2.29,65.9271,65.9271,6.9512,3.6447,3.6447,,,14701.7448,4950.0874,2475.0437,154221.303,51926.4168
000010.SZ,19990805,10.3,1.6079,3.2157,1.17,64.733,64.733,6.8253,3.5786,3.5786,,,14701.7448,4950.0874,2475.0437,151427.9714,50985.9002
000010.SZ,19990806,10.1,1.3941,2.7882,0.91,63.476,63.476,6.6928,3.5092,3.5092,,,14701.7448,4950.0874,2475.0437,148487.6225,49995.8827
000010.SZ,19990807,10.1,,,,63.476,63.476,6.6928,3.5092,3.5092,,,14701.7448,4950.0874,2475.0437,148487.6225,49995.8827
000010.SZ,19990808,10.1,,,,63.476,63.476,6.6928,3.5092,3.5092,,,14701.7448,4950.0874,2475.0437,148487.6225,49995.8827
000010.SZ,19990809,10.01,0.7489,1.4978,0.45,62.9104,62.9104,6.6331,3.4779,3.4779,,,14701.7448,4950.0874,2475.0437,147164.4654,49550.3749
000010.SZ,19990810,9.78,0.7159,1.4319,0.45,61.4649,61.4649,6.4807,3.398,3.398,,,14701.7448,4950.0874,2475.0437,143783.0641,48411.8548
000010.SZ,19990811,9.65,0.5214,1.0428,0.36,60.6479,60.6479,6.3946,3.3528,3.3528,,,14701.7448,4950.0874,2475.0437,141871.8373,47768.3434
000010.SZ,19990812,9.6,0.4654,0.9309,0.47,60.3336,60.3336,6.3614,3.3354,3.3354,,,14701.7448,4950.0874,2475.0437,141136.7501,47520.839
000010.SZ,19990813,9.45,0.5408,1.0816,0.7,59.3909,59.3909,6.262,3.2833,3.2833,,,14701.7448,4950.0874,2475.0437,138931.4884,46778.3259
000010.SZ,19990814,9.45,,,,59.3909,59.3909,6.262,3.2833,3.2833,,,14701.7448,4950.0874,2475.0437,138931.4884,46778.3259
000010.SZ,19990815,9.45,,,,59.3909,59.3909,6.262,3.2833,3.2833,,,14701.7448,4950.0874,2475.0437,138931.4884,46778.3259
000010.SZ,19990816,9.18,0.5759,1.1519,0.96,57.694,57.694,6.0831,3.1895,3.1895,,,14701.7448,4950.0874,2475.0437,134962.0173,45441.8023
000010.SZ,19990817,9.46,0.3745,0.7491,0.66,59.4538,59.4538,6.2687,3.2868,3.2868,,,14701.7448,4950.0874,2475.0437,139078.5058,46827.8268
000010.SZ,19990818,9.39,0.6305,1.261,1.27,59.0138,59.0138,6.2223,3.2625,3.2625,,,14701.7448,4950.0874,2475.0437,138049.3837,46481.3207
000010.SZ,19990819,9.76,1.5016,3.0032,2.9,61.3392,61.3392,6.4675,3.391,3.391,,,14701.7448,4950.0874,2475.0437,143489.0292,48312.853
000010.SZ,19990820,9.61,1.2745,2.549,1.76,60.3965,60.3965,6.3681,3.3389,3.3389,,,14701.7448,4950.0874,2475.0437,141283.7675,47570.3399
000010.SZ,19990821,9.61,,,,60.3965,60.3965,6.3681,3.3389,3.3389,,,14701.7448,4950.0874,2475.0437,141283.7675,47570.3399
000010.SZ,19990822,9.61,,,,60.3965,60.3965,6.3681,3.3389,3.3389,,,14701.7448,4950.0874,2475.0437,141283.7675,47570.3399
000010.SZ,19990823,9.78,0.8786,1.7571,1.01,61.4649,61.4649,6.4807,3.398,3.398,,,14701.7448,4950.0874,2475.0437,143783.0641,48411.8548
000010.SZ,19990824,9.3,2.5834,2.5834,2.77,58.4482,1515.1867,7.6837,3.2312,2.691,,,14701.7448,4950.0874,4950.0874,136726.2266,46035.8128
000010.SZ,19990825,9.13,1.7078,1.7078,1.24,57.3798,1487.4898,7.5433,3.1721,2.6418,,,14701.7448,4950.0874,4950.0874,134226.93,45194.298
000010.SZ,19990826,9.09,1.4432,1.4432,0.91,57.1284,1480.9728,7.5102,3.1582,2.6302,,,14701.7448,4950.0874,4950.0874,133638.8602,44996.2945
000010.SZ,19990827,9.21,0.9701,0.9701,0.61,57.8826,1500.5236,7.6093,3.1999,2.6649,,,14701.7448,4950.0874,4950.0874,135403.0696,45590.305
000010.SZ,19990828,9.21,,,,57.8826,1500.5236,7.6093,3.1999,2.6649,,,14701.7448,4950.0874,4950.0874,135403.0696,45590.305
000010.SZ,19990829,9.21,,,,57.8826,1500.5236,7.6093,3.1999,2.6649,,,14701.7448,4950.0874,4950.0874,135403.0696,45590.305
000010.SZ,19990830,9.16,0.7695,0.7695,0.51,57.5683,1492.3775,7.568,3.1826,2.6504,,,14701.7448,4950.0874,4950.0874,134667.9824,45342.8006
000010.SZ,19990831,9.12,0.7923,0.7923,0.53,57.3169,1485.8605,7.535,3.1687,2.6389,,,14701.7448,4950.0874,4950.0874,134079.9126,45144.7971
000010.SZ,19990901,8.9,0.7281,0.7281,0.64,55.9343,1450.0174,7.3532,3.0922,2.5752,,,14701.7448,4950.0874,4950.0874,130845.5287,44055.7779
000010.SZ,19990902,8.86,0.8658,0.8658,0.92,55.6829,1443.5005,7.3202,3.0783,2.5636,,,14701.7448,4950.0874,4950.0874,130257.4589,43857.7744
000010.SZ,19990903,9.04,1.4994,1.4994,1.82,56.8142,1472.8267,7.4689,3.1409,2.6157,,,14701.7448,4950.0874,4950.0874,132903.773,44748.7901
000010.SZ,19990904,9.04,,,,56.8142,1472.8267,7.4689,3.1409,2.6157,,,14701.7448,4950.0874,4950.0874,132903.773,44748.7901
000010.SZ,19990905,9.04,,,,56.8142,1472.8267,7.4689,3.1409,2.6157,,,14701.7448,4950.0874,4950.0874,132903.773,44748.7901
000010.SZ,19990906,8.95,0.4456,0.4456,0.48,56.2485,1458.1636,7.3945,3.1096,2.5897,,,14701.7448,4950.0874,4950.0874,131580.616,44303.2822
000010.SZ,19990907,8.87,0.8404,0.8404,0.97,55.7458,1445.1297,7.3284,3.0818,2.5665,,,14701.7448,4950.0874,4950.0874,130404.4764,43907.2752
000010.SZ,19990908,9.03,0.4028,0.4028,0.46,56.7513,1471.1974,7.4606,3.1374,2.6128,,,14701.7448,4950.0874,4950.0874,132756.7555,44699.2892
000010.SZ,19990909,9.48,2.3367,2.3367,2.88,59.5795,1544.5129,7.8324,3.2937,2.743,,,14701.7448,4950.0874,4950.0874,139372.5407,46926.8286
000010.SZ,19990910,10.09,5.9688,5.9688,5.4,63.4132,1643.8961,8.3364,3.5057,2.9195,,,14701.7448,4950.0874,4950.0874,148340.605,49946.3819
000010.SZ,19990911,10.09,,,,63.4132,1643.8961,8.3364,3.5057,2.9195,,,14701.7448,4950.0874,4950.0874,148340.605,49946.3819
000010.SZ,19990912,10.09,,,,63.4132,1643.8961,8.3364,3.5057,2.9195,,,14701.7448,4950.0874,4950.0874,148340.605,49946.3819
000010.SZ,19990913,11.0,12.2608,12.2608,6.13,69.1323,1792.1564,9.0883,3.8219,3.1828,,,14701.7448,4950.0874,4950.0874,161719.1928,54450.9614
000010.SZ,19990914,10.84,5.2682,5.2682,1.21,68.1267,1766.0886,8.9561,3.7663,3.1365,,,14701.7448,4950.0874,4950.0874,159366.9136,53658.9474
000010.SZ,19990915,10.56,2.6923,2.6923,0.51,66.367,1720.4701,8.7247,3.669,3.0555,,,14701.7448,4950.0874,4950.0874,155250.4251,52272.9229
000010.SZ,19990916,10.73,2.7048,2.7048,0.47,67.4354,1748.1671,8.8652,3.728,3.1047,,,14701.7448,4950.0874,4950.0874,157749.7217,53114.4378
000010.SZ,19990917,10.66,1.2612,1.2612,0.22,66.9955,1736.7624,8.8073,3.7037,3.0845,,,14701.7448,4950.0874,4950.0874,156720.5996,52767.9317
000010.SZ,19990918,10.66,,,,66.9955,1736.7624,8.8073,3.7037,3.0845,,,14701.7448,4950.0874,4950.0874,156720.5996,52767.9317
000010.SZ,19990919,10.66,,,,66.9955,1736.7624,8.8073,3.7037,3.0845,,,14701.7448,4950.0874,4950.0874,156720.5996,52767.9317
000010.SZ,19990920,10.35,1.0604,1.0604,0.22,65.0472,1686.2562,8.5512,3.596,2.9948,,,14701.7448,4950.0874,4950.0874,152163.0587,51233.4046
000010.SZ,19990921,10.18,0.8774,0.8774,0.34,63.9788,1658.5592,8.4108,3.537,2.9456,,,14701.7448,4950.0874,4950.0874,149663.7621,50391.8897
000010.SZ,19990922,10.25,0.6751,0.6751,0.39,64.4187,1669.9639,8.4686,3.5613,2.9658,,,14701.7448,4950.0874,4950.0874,150692.8842,50738.3959
000010.SZ,19990923,10.15,0.7222,0.7222,0.55,63.7902,1653.6715,8.386,3.5265,2.9369,,,14701.7448,4950.0874,4950.0874,149222.7097,50243.3871
000010.SZ,19990924,10.2,0.4624,0.4624,0.5,64.1045,1661.8177,8.4273,3.5439,2.9514,,,14701.7448,4950.0874,4950.0874,149957.797,50490.8915
000010.SZ,19990925,10.2,,,,64.1045,1661.8177,8.4273,3.5439,2.9514,,,14701.7448,4950.0874,4950.0874,149957.797,50490.8915
000010.SZ,19990926,10.2,,,,64.1045,1661.8177,8.4273,3.5439,2.9514,,,14701.7448,4950.0874,4950.0874,149957.797,50490.8915
000010.SZ,19990927,10.29,0.5418,0.5418,0.71,64.6701,1676.4808,8.5016,3.5752,2.9774,,,14701.7448,4950.0874,4950.0874,151280.954,50936.3993
000010.SZ,19990929,9.91,0.7545,0.7545,1.15,62.2819,1614.57,8.1877,3.4431,2.8675,,,14701.7448,4950.0874,4950.0874,145694.291,49055.3661
000010.SZ,19990930,9.61,1.0066,1.0066,1.59,60.3965,1565.693,7.9398,3.3389,2.7806,,,14701.7448,4950.0874,4950.0874,141283.7675,47570.3399
000010.SZ,19991001,9.61,,,,60.3965,1565.693,7.9398,3.3389,2.7806,,,14701.7448,4950.0874,4950.0874,141283.7675,47570.3399
000010.SZ,19991002,9.61,,,,60.3965,1565.693,7.9398,3.3389,2.7806,,,14701.7448,4950.0874,4950.0874,141283.7675,47570.3399
000010.SZ,19991003,9.61,,,,60.3965,1565.693,7.9398,3.3389,2.7806,,,14701.7448,4950.0874,4950.0874,141283.7675,47570.3399
000010.SZ,19991004,9.61,,,,60.3965,1565.693,7.9398,3.3389,2.7806,,,14701.7448,4950.0874,4950.0874,141283.7675,47570.3399
000010.SZ,19991005,9.61,,,,60.3965,1565.693,7.9398,3.3389,2.7806,,,14701.7448,4950.0874,4950.0874,141283.7675,47570.3399
000010.SZ,19991006,9.61,,,,60.3965,1565.693,7.9398,3.3389,2.7806,,,14701.7448,4950.0874,4950.0874,141283.7675,47570.3399
000010.SZ,19991007,9.61,,,,60.3965,1565.693,7.9398,3.3389,2.7806,,,14701.7448,4950.0874,4950.0874,141283.7675,47570.3399
000010.SZ,19991008,9.29,0.4408,0.4408,0.63,58.3854,1513.5575,7.6754,3.2277,2.6881,,,14701.7448,4950.0874,4950.0874,136579.2092,45986.3119
000010.SZ,19991009,9.29,,,,58.3854,1513.5575,7.6754,3.2277,2.6881,,,14701.7448,4950.0874,4950.0874,136579.2092,45986.3119
000010.SZ,19991010,9.29,,,,58.3854,1513.5575,7.6754,3.2277,2.6881,,,14701.7448,4950.0874,4950.0874,136579.2092,45986.3119
000010.SZ,19991011,9.31,0.384,0.384,0.6,58.5111,1516.816,7.692,3.2347,2.6938,,,14701.7448,4950.0874,4950.0874,136873.2441,46085.3137
000010.SZ,19991012,9.43,0.2828,0.2828,0.45,59.2652,1536.3668,7.7911,3.2764,2.7286,,,14701.7448,4950.0874,4950.0874,138637.4535,46679.3242
000010.SZ,19991013,9.2,0.3923,0.3923,0.68,57.8197,1498.8944,7.6011,3.1965,2.662,,,14701.7448,4950.0874,4950.0874,135256.0522,45540.8041
000010.SZ,19991014,9.09,0.3828,0.3828,0.76,57.1284,1480.9728,7.5102,3.1582,2.6302,,,14701.7448,4950.0874,4950.0874,133638.8602,44996.2945
000010.SZ,19991015,9.5,0.6339,0.6339,1.68,59.7052,1547.7714,7.8489,3.3007,2.7488,,,14701.7448,4950.0874,4950.0874,139666.5756,47025.8303
000010.SZ,19991016,9.5,,,,59.7052,1547.7714,7.8489,3.3007,2.7488,,,14701.7448,4950.0874,4950.0874,139666.5756,47025.8303
000010.SZ,19991017,9.5,,,,59.7052,1547.7714,7.8489,3.3007,2.7488,,,14701.7448,4950.0874,4950.0874,139666.5756,47025.8303
000010.SZ,19991018,9.21,0.4376,0.4376,1.05,57.8826,1500.5236,7.6093,3.1999,2.6649,,,14701.7448,4950.0874,4950.0874,135403.0696,45590.305
000010.SZ,19991019,9.1,0.4568,0.4568,1.07,57.1913,1482.6021,7.5185,3.1617,2.6331,,,14701.7448,4950.0874,4950.0874,133785.8777,45045.7953
000010.SZ,19991020,9.24,0.6717,0.6717,1.46,58.0711,1505.4113,7.6341,3.2104,2.6736,,,14701.7448,4950.0874,4950.0874,135844.122,45738.8076
000010.SZ,19991021,8.85,0.5097,0.5097,0.99,55.6201,1441.8712,7.3119,3.0749,2.5607,,,14701.7448,4950.0874,4950.0874,130110.4415,43808.2735
000010.SZ,19991022,9.06,0.7141,0.7141,1.32,56.9399,1476.0851,7.4854,3.1478,2.6215,,,14701.7448,4950.0874,4950.0874,133197.8079,44847.7918
000010.SZ,19991023,9.06,,,,56.9399,1476.0851,7.4854,3.1478,2.6215,,,14701.7448,4950.0874,4950.0874,133197.8079,44847.7918
000010.SZ,19991024,9.06,,,,56.9399,1476.0851,7.4854,3.1478,2.6215,,,14701.7448,4950.0874,4950.0874,133197.8079,44847.7918
000010.SZ,19991025,8.87,0.3598,0.3598,0.64,55.7458,1445.1297,7.3284,3.0818,2.5665,,,14701.7448,4950.0874,4950.0874,130404.4764,43907.2752
000010.SZ,19991026,8.98,0.5562,0.5562,1.03,56.4371,1463.0513,7.4193,3.12,2.5984,,,14701.7448,4950.0874,4950.0874,132021.6683,44451.7849
000010.SZ,19991027,9.41,0.9523,0.9523,1.69,59.1395,1533.1083,7.7746,3.2694,2.7228,,,14701.7448,4950.0874,4950.0874,138343.4186,46580.3224
000010.SZ,19991028,9.15,0.5044,0.5044,0.82,57.5055,1490.7482,7.5598,3.1791,2.6475,,,14701.7448,4950.0874,4950.0874,134520.9649,45293.2997
000010.SZ,19991029,9.01,0.3955,0.3955,0.64,56.6256,1467.939,7.4441,3.1304,2.607,,,14701.7448,4950.0874,4950.0874,132462.7206,44600.2875
000010.SZ,19991030,9.01,,,,56.6256,1467.939,7.4441,3.1304,2.607,,,14701.7448,4950.0874,4950.0874,132462.7206,44600.2875
000010.SZ,19991031,9.01,,,,56.6256,1467.939,7.4441,3.1304,2.607,,,14701.7448,4950.0874,4950.0874,132462.7206,44600.2875
000010.SZ,19991101,9.0,0.3418,0.3418,0.62,56.5628,1466.3097,7.4358,3.127,2.6041,,,14701.7448,4950.0874,4950.0874,132315.7032,44550.7866
000010.SZ,19991102,9.04,0.2529,0.2529,0.46,56.8142,1472.8267,7.4689,3.1409,2.6157,,,14701.7448,4950.0874,4950.0874,132903.773,44748.7901
000010.SZ,19991103,8.91,0.4198,0.4198,0.86,55.9971,1451.6466,7.3615,3.0957,2.5781,,,14701.7448,4950.0874,4950.0874,130992.5462,44105.2787
000010.SZ,19991104,8.88,0.4236,0.4236,1.11,55.8086,1446.7589,7.3367,3.0853,2.5694,,,14701.7448,4950.0874,4950.0874,130551.4938,43956.7761
000010.SZ,19991105,8.95,0.5477,0.5477,1.49,56.2485,1458.1636,7.3945,3.1096,2.5897,,,14701.7448,4950.0874,4950.0874,131580.616,44303.2822
000010.SZ,19991106,8.95,,,,56.2485,1458.1636,7.3945,3.1096,2.5897,,,14701.7448,4950.0874,4950.0874,131580.616,44303.2822
000010.SZ,19991107,8.95,,,,56.2485,1458.1636,7.3945,3.1096,2.5897,,,14701.7448,4950.0874,4950.0874,131580.616,44303.2822
000010.SZ,19991108,9.02,0.3263,0.3263,0.82,56.6885,1469.5682,7.4524,3.1339,2.6099,,,14701.7448,4950.0874,4950.0874,132609.7381,44649.7883
